ProteinID	TPM_max
myotisBat__Unknown__TRINITY_DN225713_c0_g1_i1.p2	10.138883
myotisBat__Unknown__TRINITY_DN225713_c0_g1_i1.p2	10.138883
myotisBat__Unknown__TRINITY_DN23575_c0_g1_i1.p2	10.310826
myotisBat__Unknown__TRINITY_DN23575_c0_g1_i1.p2	10.310826
myotisBat__Unknown__TRINITY_DN23575_c0_g1_i1.p2	10.310826
myotisBat__Unknown__TRINITY_DN26232_c1_g1_i2.p2	2.985204
myotisBat__Unknown__TRINITY_DN26232_c1_g1_i2.p2	2.985204
myotisBat__Unknown__TRINITY_DN26232_c1_g1_i2.p2	2.985204
myotisBat__Unknown__TRINITY_DN4415_c0_g1_i2.p1	16.505963
myotisBat__Unknown__TRINITY_DN4415_c0_g1_i2.p1	16.505963
myotisBat__Unknown__TRINITY_DN4415_c0_g1_i2.p1	16.505963
myotisBat__Unknown__TRINITY_DN78997_c0_g1_i1.p1	1.846803
myotisBat__Unknown__TRINITY_DN78997_c0_g1_i1.p1	1.846803
myotisBat__Unknown__TRINITY_DN78997_c0_g1_i1.p1	1.846803
myotisBat__Unknown__TRINITY_DN79055_c1_g1_i1.p1	2.48272
myotisBat__Unknown__TRINITY_DN79055_c1_g1_i1.p1	2.48272
myotisBat__Unknown__TRINITY_DN79055_c1_g1_i1.p1	2.48272
myotisBat__Unknown__TRINITY_DN13887_c0_g3_i2.p1	6.275526
myotisBat__Unknown__TRINITY_DN46536_c0_g2_i2.p1	8.179694
myotisBat__Unknown__TRINITY_DN142985_c0_g1_i1.p1	7.826838
myotisBat__Unknown__TRINITY_DN46536_c0_g4_i1.p2	8.758986
myotisBat__Unknown__TRINITY_DN428_c0_g1_i6.p1	30.448089
myotisBat__Unknown__TRINITY_DN124_c0_g1_i6.p1	38.854198
myotisBat__Unknown__TRINITY_DN124_c0_g1_i6.p1	38.854198
roundleafBat__Unknown__TRINITY_DN279243_c0_g1_i1.p2	5.33563
roundleafBat__Unknown__TRINITY_DN16162_c0_g1_i1.p1	3.052383
roundleafBat__Unknown__TRINITY_DN560_c0_g2_i2.p1	84.481025
roundleafBat__Unknown__TRINITY_DN560_c0_g2_i2.p1	84.481025
roundleafBat__Unknown__TRINITY_DN14194_c0_g1_i1.p2	1.614597
roundleafBat__Unknown__TRINITY_DN14194_c0_g1_i1.p2	1.614597
roundleafBat__Unknown__TRINITY_DN14194_c0_g1_i1.p2	1.614597
roundleafBat__Unknown__TRINITY_DN146118_c0_g2_i1.p1	1.530027
roundleafBat__Unknown__TRINITY_DN146118_c0_g2_i1.p1	1.530027
roundleafBat__Unknown__TRINITY_DN146118_c0_g2_i1.p1	1.530027
roundleafBat__Unknown__TRINITY_DN19361_c0_g1_i1.p1	1.258378
roundleafBat__Unknown__TRINITY_DN19361_c0_g1_i1.p1	1.258378
roundleafBat__Unknown__TRINITY_DN19361_c0_g1_i1.p1	1.258378
roundleafBat__Unknown__TRINITY_DN25483_c0_g1_i1.p1	3.433931
roundleafBat__Unknown__TRINITY_DN25483_c0_g1_i1.p1	3.433931
roundleafBat__Unknown__TRINITY_DN25483_c0_g1_i1.p1	3.433931
roundleafBat__Unknown__TRINITY_DN29_c0_g1_i1.p1	26.791221
roundleafBat__Unknown__TRINITY_DN29_c0_g1_i1.p1	26.791221
roundleafBat__Unknown__TRINITY_DN29_c0_g1_i1.p1	26.791221
roundleafBat__Unknown__TRINITY_DN3334_c0_g2_i1.p1	11.273084
roundleafBat__Unknown__TRINITY_DN3334_c0_g2_i1.p1	11.273084
roundleafBat__Unknown__TRINITY_DN3334_c0_g2_i1.p1	11.273084
roundleafBat__Unknown__TRINITY_DN3661_c0_g1_i2.p1	10.776247
roundleafBat__Unknown__TRINITY_DN3661_c0_g1_i2.p1	10.776247
roundleafBat__Unknown__TRINITY_DN3661_c0_g1_i2.p1	10.776247
roundleafBat__Unknown__TRINITY_DN9173_c2_g1_i9.p1	3.843989
roundleafBat__Unknown__TRINITY_DN9173_c2_g1_i9.p1	3.843989
roundleafBat__Unknown__TRINITY_DN9173_c2_g1_i9.p1	3.843989
roundleafBat__Unknown__TRINITY_DN10795_c0_g1_i5.p1	17.248587
roundleafBat__Unknown__TRINITY_DN10795_c1_g1_i1.p2	2.583356
roundleafBat__Unknown__TRINITY_DN202056_c0_g1_i1.p1	1.631077
roundleafBat__Unknown__TRINITY_DN2744_c0_g4_i5.p1	16.997541
roundleafBat__Unknown__TRINITY_DN5718_c0_g1_i17.p1	24.266767
roundleafBat__Unknown__TRINITY_DN1376_c0_g1_i4.p1	109.202254
roundleafBat__Unknown__TRINITY_DN1376_c0_g1_i4.p1	109.202254
fruitBat__Unknown__TRINITY_DN10212_c0_g1_i1.p1	7.676855
fruitBat__Unknown__TRINITY_DN10212_c0_g1_i1.p1	7.676855
fruitBat__Unknown__TRINITY_DN124410_c0_g1_i1.p1	6.101248
fruitBat__Unknown__TRINITY_DN124410_c0_g1_i1.p1	6.101248
fruitBat__Unknown__TRINITY_DN136703_c0_g1_i1.p1	3.140321
fruitBat__Unknown__TRINITY_DN136703_c0_g1_i1.p1	3.140321
fruitBat__Unknown__TRINITY_DN152202_c0_g1_i1.p1	1.759822
fruitBat__Unknown__TRINITY_DN152202_c0_g1_i1.p1	1.759822
fruitBat__Unknown__TRINITY_DN158248_c0_g1_i1.p3	1.666509
fruitBat__Unknown__TRINITY_DN158248_c0_g1_i1.p3	1.666509
fruitBat__Unknown__TRINITY_DN183367_c0_g1_i1.p1	1.96704
fruitBat__Unknown__TRINITY_DN183367_c0_g1_i1.p1	1.96704
fruitBat__Unknown__TRINITY_DN2509_c2_g1_i1.p3	3.207571
fruitBat__Unknown__TRINITY_DN2509_c2_g1_i1.p3	3.207571
fruitBat__Unknown__TRINITY_DN38400_c2_g1_i1.p1	14.643976
fruitBat__Unknown__TRINITY_DN38400_c2_g1_i1.p1	14.643976
fruitBat__Unknown__TRINITY_DN70682_c2_g1_i3.p1	7.500547
fruitBat__Unknown__TRINITY_DN70682_c2_g1_i3.p1	7.500547
fruitBat__Unknown__TRINITY_DN66218_c0_g1_i2.p2	2.141705
fruitBat__Unknown__TRINITY_DN182502_c0_g1_i1.p1	3.209845
fruitBat__Unknown__TRINITY_DN8295_c1_g1_i1.p1	1.311141
fruitBat__Unknown__TRINITY_DN2219_c0_g2_i4.p1	11.193568
fruitBat__Unknown__TRINITY_DN828_c0_g1_i2.p1	42.517487
nectarBat__Unknown__TRINITY_DN278_c2_g1_i1.p2	23.321947
nectarBat__Unknown__TRINITY_DN154_c0_g1_i2.p1	32.135748
nectarBat__Unknown__TRINITY_DN43961_c0_g1_i1.p1	1.771741
nectarBat__Unknown__TRINITY_DN43961_c0_g1_i1.p1	1.771741
nectarBat__Unknown__TRINITY_DN136_c0_g1_i1.p1	20.942386
nectarBat__Unknown__TRINITY_DN3304_c3_g1_i3.p1	15.500474
nectarBat__Unknown__TRINITY_DN3304_c3_g1_i3.p1	15.500474
nectarBat__Unknown__TRINITY_DN3304_c3_g1_i3.p1	15.500474
nectarBat__Unknown__TRINITY_DN46223_c0_g1_i1.p1	12.853086
nectarBat__Unknown__TRINITY_DN9159_c0_g1_i1.p1	3.31913
nectarBat__Unknown__TRINITY_DN1103_c0_g1_i4.p1	179.127169
nectarBat__Unknown__TRINITY_DN4685_c0_g1_i3.p1	50.79448
nectarBat__Unknown__TRINITY_DN4685_c0_g1_i3.p1	50.79448
horse__Unknown__TRINITY_DN10619_c1_g1_i1.p1	13.011888
horse__Unknown__TRINITY_DN11938_c0_g2_i1.p2	11.686117
horse__Unknown__TRINITY_DN947_c0_g1_i5.p2	11.176157
horse__Unknown__TRINITY_DN1673_c0_g1_i2.p5	6.954152
horse__Unknown__TRINITY_DN887_c2_g1_i8.p1	9.192687
horse__Unknown__TRINITY_DN887_c2_g1_i8.p1	9.192687
horse__Unknown__TRINITY_DN887_c2_g1_i8.p1	9.192687
horse__Unknown__TRINITY_DN5851_c2_g1_i1.p1	23.407699
horse__Unknown__TRINITY_DN695_c0_g2_i1.p2	28.981878
horse__Unknown__TRINITY_DN18979_c0_g2_i5.p1	6.009344
horse__Unknown__TRINITY_DN18979_c0_g2_i5.p1	6.009344
horse__Unknown__TRINITY_DN3320_c0_g1_i2.p1	9.912281
pig__Unknown__TRINITY_DN10608_c0_g2_i1.p2	1.389645
pig__Unknown__TRINITY_DN27559_c0_g1_i1.p1	1.821765
pig__Unknown__TRINITY_DN9744_c1_g1_i3.p4	3.462036
pig__Unknown__TRINITY_DN715_c0_g1_i4.p1	8.273289
pig__Unknown__TRINITY_DN715_c0_g1_i4.p1	8.273289
pig__Unknown__TRINITY_DN9744_c1_g2_i2.p1	6.838902
pig__Unknown__TRINITY_DN1074_c0_g1_i2.p1	249.369941
pig__Unknown__TRINITY_DN1074_c0_g1_i2.p1	249.369941
pig__Unknown__TRINITY_DN620_c0_g1_i16.p1	99.110026
pig__Unknown__TRINITY_DN1008_c3_g1_i1.p1	7.444884
pig__Unknown__TRINITY_DN26333_c0_g2_i9.p1	3.517633
bowheadWhale__Unknown__TRINITY_DN27949_c0_g1_i1.p3	2.03774
bowheadWhale__Unknown__TRINITY_DN7254_c1_g1_i2.p2	2.826237
bowheadWhale__Unknown__TRINITY_DN2151_c0_g1_i6.p1	145.102701
bowheadWhale__Unknown__TRINITY_DN2151_c0_g1_i6.p1	145.102701
bowheadWhale__Unknown__TRINITY_DN5181_c0_g1_i3.p3	5.448788
bowheadWhale__Unknown__TRINITY_DN2161_c4_g1_i1.p1	6.472137
bowheadWhale__Unknown__TRINITY_DN62345_c2_g1_i1.p3	9.705185
bowheadWhale__Unknown__TRINITY_DN70539_c0_g1_i1.p2	1.090608
bowheadWhale__Unknown__TRINITY_DN1186_c0_g1_i9.p1	49.899947
bowheadWhale__Unknown__TRINITY_DN1153_c9_g1_i1.p1	246.488677
bowheadWhale__Unknown__TRINITY_DN1153_c9_g1_i1.p1	246.488677
bowheadWhale__Unknown__TRINITY_DN42269_c0_g1_i1.p1	2.702993
bowheadWhale__Unknown__TRINITY_DN42269_c0_g1_i1.p1	2.702993
bowheadWhale__Unknown__TRINITY_DN96338_c0_g1_i1.p1	38.160857
bowheadWhale__Unknown__TRINITY_DN96338_c0_g1_i1.p1	38.160857
bowheadWhale__Unknown__TRINITY_DN45065_c0_g1_i1.p1	1.837515
bowheadWhale__Unknown__TRINITY_DN8796_c0_g1_i11.p1	33.16294
cow__Unknown__TRINITY_DN1150_c0_g2_i5.p1	219.536955
cow__Unknown__TRINITY_DN1150_c0_g2_i5.p1	219.536955
cow__Unknown__TRINITY_DN18834_c3_g1_i1.p1	4.55426
cow__Unknown__TRINITY_DN18834_c3_g1_i1.p1	4.55426
cow__Unknown__TRINITY_DN2589_c2_g1_i3.p2	4.491764
cow__Unknown__TRINITY_DN2589_c2_g1_i3.p2	4.491764
cow__Unknown__TRINITY_DN11642_c0_g1_i1.p1	3.877831
cow__Unknown__TRINITY_DN8518_c0_g1_i1.p2	4.988501
cow__Unknown__TRINITY_DN8518_c0_g2_i3.p3	1.759046
cow__Unknown__TRINITY_DN413_c0_g1_i5.p1	103.933843
cow__Unknown__TRINITY_DN413_c0_g1_i5.p1	103.933843
cow__Unknown__TRINITY_DN22950_c0_g1_i1.p1	1.165025
cow__Unknown__TRINITY_DN1029_c0_g1_i5.p1	339.511965
cow__Unknown__TRINITY_DN1029_c0_g1_i5.p1	339.511965
cat__Unknown__TRINITY_DN11589_c0_g2_i1.p1	13.508434
cat__Unknown__TRINITY_DN11589_c0_g2_i1.p1	13.508434
cat__Unknown__TRINITY_DN44643_c3_g1_i3.p1	260.097866
cat__Unknown__TRINITY_DN44643_c3_g1_i3.p1	260.097866
cat__Unknown__TRINITY_DN8391_c2_g2_i2.p2	1.162703
cat__Unknown__TRINITY_DN8391_c2_g2_i2.p2	1.162703
cat__Unknown__TRINITY_DN2726_c0_g2_i3.p1	11.107817
cat__Unknown__TRINITY_DN2726_c0_g1_i3.p1	3.213329
cat__Unknown__TRINITY_DN1413_c0_g1_i8.p1	7.319689
cat__Unknown__TRINITY_DN1413_c0_g1_i8.p1	7.319689
cat__Unknown__TRINITY_DN25123_c0_g2_i1.p1	16.193859
cat__Unknown__TRINITY_DN76942_c0_g2_i1.p2	3.393205
cat__Unknown__TRINITY_DN3222_c0_g1_i1.p1	1.815383
cat__Unknown__TRINITY_DN3222_c0_g1_i1.p1	1.815383
cat__Unknown__TRINITY_DN1955_c0_g1_i6.p1	317.038668
cat__Unknown__TRINITY_DN1955_c0_g1_i6.p1	317.038668
dog__Unknown__TRINITY_DN931_c0_g1_i16.p1	4.069494
dog__Unknown__TRINITY_DN931_c0_g1_i16.p1	4.069494
dog__Unknown__TRINITY_DN8598_c0_g1_i1.p1	12.240276
dog__Unknown__TRINITY_DN271073_c0_g1_i1.p1	53.266832
groundSquirrel__Unknown__TRINITY_DN24594_c0_g1_i2.p1	2.744149
groundSquirrel__Unknown__TRINITY_DN2585_c2_g1_i1.p1	2.664562
groundSquirrel__Unknown__TRINITY_DN50601_c0_g1_i1.p1	1.360704
groundSquirrel__Unknown__TRINITY_DN9766_c0_g1_i5.p1	1.224233
groundSquirrel__Unknown__TRINITY_DN36295_c1_g1_i1.p1	3.033456
groundSquirrel__Unknown__TRINITY_DN3863_c1_g1_i29.p1	14.835137
groundSquirrel__Unknown__TRINITY_DN3863_c1_g1_i29.p1	14.835137
groundSquirrel__Unknown__TRINITY_DN1548_c0_g1_i7.p3	4.035216
groundSquirrel__Unknown__TRINITY_DN20967_c0_g1_i1.p1	3.084296
groundSquirrel__Unknown__TRINITY_DN4278_c0_g1_i1.p1	9.262923
groundSquirrel__Unknown__TRINITY_DN1475_c0_g1_i5.p1	200.10732
groundSquirrel__Unknown__TRINITY_DN1475_c0_g1_i5.p1	200.10732
groundSquirrel__Unknown__TRINITY_DN23618_c0_g1_i1.p1	2.681025
groundSquirrel__Unknown__TRINITY_DN23618_c0_g1_i1.p1	2.681025
groundSquirrel__Unknown__TRINITY_DN5166_c0_g1_i6.p1	4.96218
zokor__Unknown__TRINITY_DN1136_c0_g1_i5.p1	12.715031
zokor__Unknown__TRINITY_DN41325_c1_g1_i8.p1	1.259758
zokor__Unknown__TRINITY_DN41325_c1_g1_i8.p1	1.259758
zokor__Unknown__TRINITY_DN51399_c0_g1_i1.p1	25.862363
zokor__Unknown__TRINITY_DN224_c0_g1_i8.p1	22.418225
zokor__Unknown__TRINITY_DN224_c0_g1_i8.p1	22.418225
zokor__Unknown__TRINITY_DN279_c0_g1_i21.p1	74.120274
zokor__Unknown__TRINITY_DN138_c0_g1_i4.p1	16.536318
zokor__Unknown__TRINITY_DN1863_c0_g1_i4.p1	9.796318
zokor__Unknown__TRINITY_DN3143_c0_g1_i3.p1	27.736398
zokor__Unknown__TRINITY_DN3185_c2_g1_i1.p1	12.079279
zokor__Unknown__TRINITY_DN3600_c1_g1_i2.p1	11.20507
zokor__Unknown__TRINITY_DN75680_c0_g1_i1.p2	3.151575
zokor__Unknown__TRINITY_DN94490_c0_g1_i1.p1	4.955564
zokor__Unknown__TRINITY_DN94597_c0_g1_i1.p1	4.328023
sandRat__Unknown__TRINITY_DN6054_c1_g1_i1.p1	1.993679
sandRat__Unknown__TRINITY_DN6054_c1_g2_i1.p1	8.15708
sandRat__Unknown__TRINITY_DN273514_c0_g1_i1.p1	2.776736
sandRat__Unknown__TRINITY_DN5807_c0_g2_i3.p2	1.012243
sandRat__Unknown__TRINITY_DN5807_c0_g1_i1.p3	4.457163
sandRat__Unknown__TRINITY_DN3448_c0_g1_i13.p1	46.673181
sandRat__Unknown__TRINITY_DN3448_c0_g1_i13.p1	46.673181
sandRat__Unknown__TRINITY_DN2383_c0_g1_i7.p1	2.181932
sandRat__Unknown__TRINITY_DN288_c2_g1_i1.p2	1.309545
sandRat__Unknown__TRINITY_DN161_c4_g1_i1.p1	4.798908
sandRat__Unknown__TRINITY_DN505_c2_g2_i5.p1	175.938167
sandRat__Unknown__TRINITY_DN441_c1_g2_i6.p1	502.278563
sandRat__Unknown__TRINITY_DN441_c1_g2_i6.p1	502.278563
brownRat__Unknown__TRINITY_DN120753_c0_g1_i1.p2	1.0
brownRat__Unknown__TRINITY_DN179795_c0_g1_i1.p2	1.0
brownRat__Unknown__TRINITY_DN769_c0_g1_i30.p1	1.0
brownRat__Unknown__TRINITY_DN769_c0_g1_i30.p1	1.0
brownRat__Unknown__TRINITY_DN10390_c0_g1_i3.p1	1.0
brownRat__Unknown__TRINITY_DN62859_c0_g1_i1.p2	1.0
brownRat__Unknown__TRINITY_DN110556_c0_g1_i1.p1	1.0
brownRat__Unknown__TRINITY_DN35_c0_g1_i1.p1	1.0
brownRat__Unknown__TRINITY_DN364_c0_g2_i2.p1	1.0
brownRat__Unknown__TRINITY_DN85115_c0_g1_i1.p1	1.0
brownRat__Unknown__TRINITY_DN272_c0_g1_i2.p1	1.0
brownRat__Unknown__TRINITY_DN587_c0_g1_i1.p1	1.0
brownRat__Unknown__TRINITY_DN706_c1_g1_i1.p1	1.0
labMouse__Unknown__TRINITY_DN78582_c0_g1_i1.p2	4.659666
labMouse__Unknown__TRINITY_DN2938_c0_g1_i1.p1	179.543534
labMouse__Unknown__TRINITY_DN2938_c0_g1_i1.p1	179.543534
labMouse__Unknown__TRINITY_DN3886_c0_g1_i2.p1	5.141271
labMouse__Unknown__TRINITY_DN2768_c0_g1_i1.p1	94.834617
labMouse__Unknown__TRINITY_DN2768_c0_g1_i1.p1	94.834617
labMouse__Unknown__TRINITY_DN3574_c0_g1_i1.p1	68.860333
labMouse__Unknown__TRINITY_DN3574_c0_g1_i1.p1	68.860333
labMouse__Unknown__TRINITY_DN46659_c0_g1_i1.p1	16.128669
labMouse__Unknown__TRINITY_DN46659_c0_g1_i1.p1	16.128669
labMouse__Unknown__TRINITY_DN500_c0_g1_i1.p2	715.123788
labMouse__Unknown__TRINITY_DN500_c0_g1_i1.p2	715.123788
labMouse__Unknown__TRINITY_DN76627_c0_g1_i1.p1	672.522886
labMouse__Unknown__TRINITY_DN76627_c0_g1_i1.p1	672.522886
labMouse__Unknown__TRINITY_DN80485_c0_g1_i1.p1	112.501115
labMouse__Unknown__TRINITY_DN80485_c0_g1_i1.p1	112.501115
labMouse__Unknown__TRINITY_DN815_c0_g1_i2.p1	56.859712
labMouse__Unknown__TRINITY_DN815_c0_g1_i2.p1	56.859712
labMouse__Unknown__TRINITY_DN33128_c0_g1_i1.p3	13.822806
labMouse__Unknown__TRINITY_DN2_c0_g1_i2.p1	409.600121
marmoset__Unknown__TRINITY_DN151009_c0_g1_i1.p1	3.359445
marmoset__Unknown__TRINITY_DN91344_c0_g1_i1.p3	1.265295
marmoset__Unknown__TRINITY_DN5994_c1_g1_i1.p1	3.586793
marmoset__Unknown__TRINITY_DN63898_c0_g1_i5.p1	3.044037
marmoset__Unknown__TRINITY_DN25299_c0_g1_i29.p1	21.243051
marmoset__Unknown__TRINITY_DN25299_c0_g1_i29.p1	21.243051
marmoset__Unknown__TRINITY_DN1525_c0_g2_i2.p1	14.40789
marmoset__Unknown__TRINITY_DN1525_c0_g2_i2.p1	14.40789
marmoset__Unknown__TRINITY_DN1525_c0_g2_i2.p1	14.40789
marmoset__Unknown__TRINITY_DN5403_c0_g1_i13.p1	239.051347
marmoset__Unknown__TRINITY_DN5403_c0_g1_i13.p1	239.051347
marmoset__Unknown__TRINITY_DN4866_c0_g1_i4.p1	375.02643
marmoset__Unknown__TRINITY_DN1847_c1_g1_i22.p4	8.299584
marmoset__Unknown__TRINITY_DN553_c0_g1_i16.p1	25.288548
nancymaMonkey__Unknown__TRINITY_DN9414_c0_g1_i5.p1	5.142018
nancymaMonkey__Unknown__TRINITY_DN163_c0_g1_i7.p1	2.86329
nancymaMonkey__Unknown__TRINITY_DN163_c0_g1_i7.p1	2.86329
nancymaMonkey__Unknown__TRINITY_DN5405_c0_g1_i3.p2	19.820952
nancymaMonkey__Unknown__TRINITY_DN575_c0_g1_i5.p1	21.070048
nancymaMonkey__Unknown__TRINITY_DN575_c0_g1_i5.p1	21.070048
nancymaMonkey__Unknown__TRINITY_DN463_c0_g2_i3.p1	61.320887
nancymaMonkey__Unknown__TRINITY_DN15948_c0_g2_i1.p1	1.909251
nancymaMonkey__Unknown__TRINITY_DN241526_c0_g1_i1.p3	3.3971
nancymaMonkey__Unknown__TRINITY_DN4340_c1_g1_i2.p1	6.742766
oliveBaboon__Unknown__TRINITY_DN1125_c0_g1_i2.p1	1.0
oliveBaboon__Unknown__TRINITY_DN1125_c0_g1_i2.p1	1.0
oliveBaboon__Unknown__TRINITY_DN29338_c0_g1_i1.p1	1.0
oliveBaboon__Unknown__TRINITY_DN29338_c0_g1_i1.p1	1.0
oliveBaboon__Unknown__TRINITY_DN2996_c0_g1_i3.p1	1.0
oliveBaboon__Unknown__TRINITY_DN2996_c0_g1_i3.p1	1.0
oliveBaboon__Unknown__TRINITY_DN45924_c0_g1_i1.p1	1.0
oliveBaboon__Unknown__TRINITY_DN45924_c0_g1_i1.p1	1.0
oliveBaboon__Unknown__TRINITY_DN34300_c0_g1_i1.p1	1.0
crabMacaque__Unknown__TRINITY_DN4772_c6_g1_i1.p1	15.378271
crabMacaque__Unknown__TRINITY_DN21938_c0_g4_i1.p1	3.877819
crabMacaque__Unknown__TRINITY_DN21938_c0_g4_i1.p1	3.877819
crabMacaque__Unknown__TRINITY_DN24195_c0_g1_i1.p2	1.715435
crabMacaque__Unknown__TRINITY_DN6099_c0_g2_i2.p1	2.317718
crabMacaque__Unknown__TRINITY_DN2132_c0_g1_i46.p1	6.074532
crabMacaque__Unknown__TRINITY_DN2132_c0_g1_i46.p1	6.074532
crabMacaque__Unknown__TRINITY_DN6099_c0_g1_i7.p1	2.352099
crabMacaque__Unknown__TRINITY_DN4021_c0_g2_i1.p1	6.925846
crabMacaque__Unknown__TRINITY_DN4021_c0_g2_i1.p1	6.925846
crabMacaque__Unknown__TRINITY_DN4021_c0_g2_i1.p1	6.925846
crabMacaque__Unknown__TRINITY_DN28280_c0_g1_i1.p1	36.730272
crabMacaque__Unknown__TRINITY_DN28639_c0_g2_i1.p1	2.435306
crabMacaque__Unknown__TRINITY_DN3324_c0_g1_i5.p1	1144.345016
crabMacaque__Unknown__TRINITY_DN562_c0_g3_i8.p1	150.250372
crabMacaque__Unknown__TRINITY_DN562_c0_g3_i8.p1	150.250372
crabMacaque__Unknown__TRINITY_DN4772_c0_g2_i2.p1	23.24708
crabMacaque__Unknown__TRINITY_DN4999_c0_g4_i1.p1	24.520006
rhesusMacaque__Unknown__TRINITY_DN261237_c0_g1_i1.p2	15.662095
rhesusMacaque__Unknown__TRINITY_DN1841_c0_g2_i1.p1	151.856532
rhesusMacaque__Unknown__TRINITY_DN1841_c0_g2_i1.p1	151.856532
rhesusMacaque__Unknown__TRINITY_DN189059_c0_g1_i1.p1	1.860449
rhesusMacaque__Unknown__TRINITY_DN189059_c0_g1_i1.p1	1.860449
rhesusMacaque__Unknown__TRINITY_DN189059_c0_g1_i1.p1	1.860449
rhesusMacaque__Unknown__TRINITY_DN7101_c0_g1_i1.p1	6.76062
rhesusMacaque__Unknown__TRINITY_DN8873_c0_g1_i2.p1	20.576445
rhesusMacaque__Unknown__TRINITY_DN105627_c0_g1_i1.p2	16.905668
rhesusMacaque__Unknown__TRINITY_DN105627_c0_g1_i1.p2	16.905668
rhesusMacaque__Unknown__TRINITY_DN1307_c16_g1_i11.p1	332.57748
rhesusMacaque__Unknown__TRINITY_DN1307_c16_g1_i11.p1	332.57748
rhesusMacaque__Unknown__TRINITY_DN783_c0_g1_i6.p1	189.257006
human__Unknown__TRINITY_DN152954_c0_g1_i1.p2	2.495171
human__Unknown__TRINITY_DN983_c0_g1_i13.p1	94.362812
human__Unknown__TRINITY_DN983_c0_g1_i13.p1	94.362812
human__Unknown__TRINITY_DN150135_c0_g1_i1.p1	4.216747
human__Unknown__TRINITY_DN1615_c0_g1_i3.p1	11.613048
human__Unknown__TRINITY_DN10086_c0_g1_i2.p1	2.300535
human__Unknown__TRINITY_DN1434_c0_g1_i1.p1	123.898428
human__Unknown__TRINITY_DN1434_c0_g1_i1.p1	123.898428
human__Unknown__TRINITY_DN1334_c0_g1_i6.p1	252.140876
human__Unknown__TRINITY_DN107_c0_g1_i2.p1	35.343939
human__Unknown__TRINITY_DN2663_c0_g1_i4.p1	27.011613
human__Unknown__TRINITY_DN2825_c0_g1_i10.p1	26.334294
human__Unknown__TRINITY_DN48510_c0_g1_i3.p1	22.448813
human__Unknown__TRINITY_DN663_c0_g1_i33.p1	79.23545
