ProteinID	TPM_max
garterSnake__Unknown__TRINITY_DN5126_c0_g1_i9.p1	2.038423
garterSnake__Unknown__TRINITY_DN2443_c0_g1_i1.p2	25.484535
garterSnake__Unknown__TRINITY_DN14451_c0_g1_i1.p1	3.815891
garterSnake__Unknown__TRINITY_DN14451_c0_g2_i1.p1	1.525237
garterSnake__Unknown__TRINITY_DN1809_c0_g4_i1.p2	5.329008
garterSnake__Unknown__TRINITY_DN4386_c0_g1_i1.p3	3.122381
garterSnake__Unknown__TRINITY_DN1632_c0_g1_i2.p1	3.723308
garterSnake__Unknown__TRINITY_DN63139_c0_g1_i1.p1	1.883323
garterSnake__Unknown__TRINITY_DN7014_c0_g1_i5.p2	134.442598
americanAlligator__Unknown__TRINITY_DN6785_c1_g1_i1.p3	6.824928
americanAlligator__Unknown__TRINITY_DN6785_c1_g2_i1.p1	10.428342
americanAlligator__Unknown__TRINITY_DN17678_c2_g1_i1.p1	2.489225
americanAlligator__Unknown__TRINITY_DN25409_c0_g1_i2.p2	3.413309
americanAlligator__Unknown__TRINITY_DN16465_c2_g1_i4.p1	14.133208
americanAlligator__Unknown__TRINITY_DN223_c2_g1_i3.p2	6.003947
americanAlligator__Unknown__TRINITY_DN223_c2_g1_i3.p2	6.003947
americanAlligator__Unknown__TRINITY_DN223_c2_g2_i1.p1	102.269015
americanAlligator__Unknown__TRINITY_DN223_c2_g2_i1.p1	102.269015
americanAlligator__Unknown__TRINITY_DN16465_c2_g2_i1.p2	8.473254
americanAlligator__Unknown__TRINITY_DN223_c5_g1_i1.p2	31.116832
americanAlligator__Unknown__TRINITY_DN223_c5_g1_i1.p2	31.116832
americanAlligator__Unknown__TRINITY_DN223_c5_g1_i1.p2	31.116832
americanAlligator__Unknown__TRINITY_DN3711_c0_g2_i2.p2	2.830398
americanAlligator__Unknown__TRINITY_DN3711_c0_g2_i2.p2	2.830398
americanAlligator__Unknown__TRINITY_DN3711_c0_g2_i2.p2	2.830398
americanAlligator__Unknown__TRINITY_DN8844_c0_g2_i1.p3	30.016851
americanAlligator__Unknown__TRINITY_DN8844_c0_g2_i1.p3	30.016851
americanAlligator__Unknown__TRINITY_DN8844_c0_g2_i1.p3	30.016851
americanAlligator__Unknown__TRINITY_DN2819_c2_g1_i1.p1	5.328817
americanAlligator__Unknown__TRINITY_DN5493_c0_g1_i7.p2	2.874697
americanAlligator__Unknown__TRINITY_DN1079_c2_g1_i3.p1	48.335254
americanAlligator__Unknown__TRINITY_DN39821_c0_g1_i1.p1	3.330347
americanAlligator__Unknown__TRINITY_DN223_c0_g1_i30.p1	124.302725
americanAlligator__Unknown__TRINITY_DN223_c0_g1_i30.p1	124.302725
americanAlligator__Unknown__TRINITY_DN223_c0_g2_i16.p1	3.098067
americanAlligator__Unknown__TRINITY_DN223_c0_g2_i16.p1	3.098067
americanAlligator__Unknown__TRINITY_DN15664_c0_g1_i1.p1	5.658353
americanAlligator__Unknown__TRINITY_DN7145_c1_g1_i1.p2	2.242503
emu__Unknown__TRINITY_DN2432_c0_g2_i3.p4	47.562391
emu__Unknown__TRINITY_DN2432_c0_g2_i3.p4	47.562391
emu__Unknown__TRINITY_DN526_c0_g2_i10.p1	32.685099
emu__Unknown__TRINITY_DN526_c0_g2_i10.p1	32.685099
emu__Unknown__TRINITY_DN526_c0_g3_i1.p1	29.254743
emu__Unknown__TRINITY_DN526_c0_g3_i1.p1	29.254743
emu__Unknown__TRINITY_DN526_c0_g5_i2.p1	35.864241
emu__Unknown__TRINITY_DN526_c0_g5_i2.p1	35.864241
emu__Unknown__TRINITY_DN535_c1_g3_i1.p1	6.472139
emu__Unknown__TRINITY_DN535_c1_g3_i1.p1	6.472139
emu__Unknown__TRINITY_DN535_c2_g3_i1.p1	20.487529
emu__Unknown__TRINITY_DN6699_c1_g1_i1.p1	1.991645
emu__Unknown__TRINITY_DN8089_c0_g1_i1.p1	7.331594
emu__Unknown__TRINITY_DN401_c0_g1_i1.p1	13.102864
ostrich__Unknown__TRINITY_DN12197_c0_g2_i2.p4	46.260345
ostrich__Unknown__TRINITY_DN12197_c0_g2_i2.p4	46.260345
ostrich__Unknown__TRINITY_DN1258_c0_g3_i1.p1	107.639594
ostrich__Unknown__TRINITY_DN1258_c0_g3_i1.p1	107.639594
ostrich__Unknown__TRINITY_DN1258_c0_g2_i14.p1	18.76064
ostrich__Unknown__TRINITY_DN1258_c0_g2_i14.p1	18.76064
ostrich__Unknown__TRINITY_DN1258_c0_g2_i14.p1	18.76064
ostrich__Unknown__TRINITY_DN4561_c0_g1_i3.p2	5.453388
ostrich__Unknown__TRINITY_DN3741_c1_g3_i2.p1	16.276223
ostrich__Unknown__TRINITY_DN3741_c1_g1_i2.p2	10.848317
ostrich__Unknown__TRINITY_DN9016_c0_g2_i1.p1	4.571524
ostrich__Unknown__TRINITY_DN3741_c1_g2_i4.p2	37.794122
ostrich__Unknown__TRINITY_DN3272_c0_g1_i1.p2	22.086242
ostrich__Unknown__TRINITY_DN2430_c0_g1_i9.p2	4.007417
muscovyDuck__Unknown__TRINITY_DN317_c0_g1_i6.p3	11.582293
muscovyDuck__Unknown__TRINITY_DN317_c0_g1_i6.p3	11.582293
muscovyDuck__Unknown__TRINITY_DN902_c1_g2_i2.p1	3.701193
muscovyDuck__Unknown__TRINITY_DN317_c0_g3_i1.p1	9.946013
muscovyDuck__Unknown__TRINITY_DN317_c0_g3_i1.p1	9.946013
muscovyDuck__Unknown__TRINITY_DN5357_c1_g1_i3.p2	23.591041
muscovyDuck__Unknown__TRINITY_DN2103_c0_g1_i8.p1	11.051209
muscovyDuck__Unknown__TRINITY_DN5357_c1_g2_i1.p2	8.001566
muscovyDuck__Unknown__TRINITY_DN1182_c4_g1_i1.p2	144.440815
muscovyDuck__Unknown__TRINITY_DN4141_c0_g1_i3.p1	24.103243
quail__Unknown__TRINITY_DN823_c1_g3_i1.p2	10.876958
quail__Unknown__TRINITY_DN823_c1_g1_i1.p1	97.851679
quail__Unknown__TRINITY_DN9611_c0_g1_i3.p1	6.794366
quail__Unknown__TRINITY_DN6091_c0_g1_i2.p2	12.291364
quail__Unknown__TRINITY_DN27831_c0_g1_i3.p1	17.539429
quail__Unknown__TRINITY_DN4560_c1_g2_i1.p1	108.203951
quail__Unknown__TRINITY_DN4560_c1_g2_i1.p1	108.203951
quail__Unknown__TRINITY_DN741_c1_g1_i5.p1	8.479059
quail__Unknown__TRINITY_DN741_c1_g1_i5.p1	8.479059
quail__Unknown__TRINITY_DN43442_c0_g2_i1.p1	3.673717
quail__Unknown__TRINITY_DN9238_c0_g1_i9.p2	2.011148
quail__Unknown__TRINITY_DN877_c1_g1_i9.p1	78.12071
quail__Unknown__TRINITY_DN877_c1_g1_i9.p1	78.12071
chicken__Unknown__TRINITY_DN183466_c0_g1_i1.p2	1.0
chicken__Unknown__TRINITY_DN54315_c0_g1_i1.p1	1.0
chicken__Unknown__TRINITY_DN56476_c0_g1_i1.p2	1.0
chicken__Unknown__TRINITY_DN12272_c1_g1_i1.p1	1.0
chicken__Unknown__TRINITY_DN5636_c0_g1_i1.p2	1.0
chicken__Unknown__TRINITY_DN82238_c0_g1_i1.p1	1.0
chicken__Unknown__TRINITY_DN157257_c0_g1_i1.p1	1.0
chicken__Unknown__TRINITY_DN18633_c0_g1_i1.p1	1.0
chicken__Unknown__TRINITY_DN55578_c0_g1_i1.p1	1.0
chicken__Unknown__TRINITY_DN5230_c0_g1_i1.p1	1.0
chicken__Unknown__TRINITY_DN5230_c0_g1_i1.p1	1.0
chicken__Unknown__TRINITY_DN21257_c0_g1_i1.p3	1.0
chicken__Unknown__TRINITY_DN21257_c0_g1_i1.p3	1.0
chicken__Unknown__TRINITY_DN1827_c2_g1_i4.p3	1.0
redStreamertail__Unknown__TRINITY_DN2868_c0_g1_i5.p1	34.643133
redStreamertail__Unknown__TRINITY_DN2868_c0_g1_i5.p1	34.643133
redStreamertail__Unknown__TRINITY_DN413_c1_g2_i15.p1	29.474205
redStreamertail__Unknown__TRINITY_DN413_c1_g2_i15.p1	29.474205
redStreamertail__Unknown__TRINITY_DN68747_c0_g1_i1.p1	13.940559
redStreamertail__Unknown__TRINITY_DN68747_c0_g1_i1.p1	13.940559
redStreamertail__Unknown__TRINITY_DN68747_c0_g2_i5.p1	1.954016
redStreamertail__Unknown__TRINITY_DN68747_c0_g2_i5.p1	1.954016
redStreamertail__Unknown__TRINITY_DN68747_c0_g2_i5.p1	1.954016
redStreamertail__Unknown__TRINITY_DN12454_c0_g1_i1.p1	4.603145
redStreamertail__Unknown__TRINITY_DN13301_c0_g2_i1.p2	3.670897
redStreamertail__Unknown__TRINITY_DN13301_c0_g1_i3.p2	1.709466
redStreamertail__Unknown__TRINITY_DN4914_c0_g1_i1.p1	1.117185
redStreamertail__Unknown__TRINITY_DN13301_c0_g3_i2.p1	3.210219
redStreamertail__Unknown__TRINITY_DN15167_c0_g1_i1.p1	5.461111
redStreamertail__Unknown__TRINITY_DN9147_c0_g1_i1.p1	2.120049
redStreamertail__Unknown__TRINITY_DN48415_c0_g1_i2.p1	1.212059
blackStreamertail__Unknown__TRINITY_DN2782_c0_g2_i4.p2	1.690166
blackStreamertail__Unknown__TRINITY_DN2782_c0_g3_i1.p1	13.883032
blackStreamertail__Unknown__TRINITY_DN4329_c0_g2_i2.p2	10.494651
blackStreamertail__Unknown__TRINITY_DN7611_c0_g1_i2.p1	2.198
blackStreamertail__Unknown__TRINITY_DN11178_c0_g1_i5.p1	75.65711
blackStreamertail__Unknown__TRINITY_DN11178_c0_g1_i5.p1	75.65711
blackStreamertail__Unknown__TRINITY_DN11178_c0_g1_i5.p1	75.65711
blackStreamertail__Unknown__TRINITY_DN2782_c0_g1_i2.p2	3.482122
blackStreamertail__Unknown__TRINITY_DN35522_c0_g1_i1.p1	1.760573
blackStreamertail__Unknown__TRINITY_DN9692_c0_g1_i1.p1	4.580733
blackStreamertail__Unknown__TRINITY_DN5602_c1_g1_i2.p1	2.849086
blackStreamertail__Unknown__TRINITY_DN5602_c1_g1_i2.p1	2.849086
blackStreamertail__Unknown__TRINITY_DN898_c0_g2_i1.p1	2.934401
blackStreamertail__Unknown__TRINITY_DN898_c0_g2_i1.p1	2.934401
hybridStreamertail__Unknown__TRINITY_DN2856_c0_g3_i1.p2	2.751045
hybridStreamertail__Unknown__TRINITY_DN2856_c0_g1_i6.p1	3.093984
hybridStreamertail__Unknown__TRINITY_DN4972_c0_g1_i4.p3	5.867484
hybridStreamertail__Unknown__TRINITY_DN6429_c0_g1_i2.p1	1.040669
hybridStreamertail__Unknown__TRINITY_DN2897_c0_g1_i6.p1	33.508107
hybridStreamertail__Unknown__TRINITY_DN2897_c0_g1_i6.p1	33.508107
hybridStreamertail__Unknown__TRINITY_DN160031_c0_g1_i1.p1	14.07404
hybridStreamertail__Unknown__TRINITY_DN8613_c0_g1_i1.p1	43.742439
hybridStreamertail__Unknown__TRINITY_DN8613_c0_g1_i1.p1	43.742439
hybridStreamertail__Unknown__TRINITY_DN8613_c0_g1_i1.p1	43.742439
hybridStreamertail__Unknown__TRINITY_DN9632_c2_g1_i2.p1	2.563077
hybridStreamertail__Unknown__TRINITY_DN9632_c2_g1_i2.p1	2.563077
hybridStreamertail__Unknown__TRINITY_DN9632_c2_g1_i2.p1	2.563077
hybridStreamertail__Unknown__TRINITY_DN25847_c0_g2_i1.p1	3.126744
hybridStreamertail__Unknown__TRINITY_DN2856_c0_g2_i5.p3	2.109576
pigeon__Unknown__TRINITY_DN1663_c0_g1_i35.p2	8.143322
pigeon__Unknown__TRINITY_DN1663_c0_g1_i35.p2	8.143322
pigeon__Unknown__TRINITY_DN5016_c1_g1_i10.p1	238.044119
pigeon__Unknown__TRINITY_DN5016_c1_g1_i10.p1	238.044119
pigeon__Unknown__TRINITY_DN17169_c0_g1_i35.p6	2.991973
pigeon__Unknown__TRINITY_DN17169_c0_g1_i35.p6	2.991973
pigeon__Unknown__TRINITY_DN6590_c0_g1_i2.p1	3.949532
pigeon__Unknown__TRINITY_DN6590_c0_g1_i2.p1	3.949532
pigeon__Unknown__TRINITY_DN6590_c0_g1_i2.p1	3.949532
pigeon__Unknown__TRINITY_DN2568_c2_g1_i1.p1	4.445849
pigeon__Unknown__TRINITY_DN6403_c0_g2_i5.p2	1.262349
pigeon__Unknown__TRINITY_DN4010_c2_g1_i1.p2	30.903683
pigeon__Unknown__TRINITY_DN3003_c0_g1_i5.p1	70.048239
pigeon__Unknown__TRINITY_DN4784_c0_g1_i2.p2	6.606467
kite__Unknown__TRINITY_DN1455_c0_g1_i1.p1	203.715283
kite__Unknown__TRINITY_DN1455_c0_g1_i1.p1	203.715283
kite__Unknown__TRINITY_DN5860_c1_g1_i3.p4	153.303421
kite__Unknown__TRINITY_DN5860_c1_g1_i3.p4	153.303421
kite__Unknown__TRINITY_DN9052_c0_g2_i6.p2	74.066278
kite__Unknown__TRINITY_DN9052_c0_g2_i6.p2	74.066278
kite__Unknown__TRINITY_DN2790_c1_g1_i2.p2	13.614171
kite__Unknown__TRINITY_DN2790_c1_g1_i2.p2	13.614171
kite__Unknown__TRINITY_DN5577_c0_g2_i1.p1	2.645455
kite__Unknown__TRINITY_DN5577_c0_g2_i1.p1	2.645455
kite__Unknown__TRINITY_DN5577_c0_g2_i1.p1	2.645455
kite__Unknown__TRINITY_DN5243_c1_g1_i2.p2	11.236956
kite__Unknown__TRINITY_DN7220_c0_g5_i1.p1	9.336105
kite__Unknown__TRINITY_DN104870_c0_g1_i1.p1	65.205215
kite__Unknown__TRINITY_DN227_c1_g1_i1.p4	41.521184
kite__Unknown__TRINITY_DN2790_c1_g2_i7.p2	3.246778
vulture__Unknown__TRINITY_DN675_c2_g2_i1.p2	16.184606
vulture__Unknown__TRINITY_DN675_c2_g1_i6.p1	28.123389
vulture__Unknown__TRINITY_DN3575_c0_g1_i1.p2	33.60541
vulture__Unknown__TRINITY_DN4416_c1_g1_i4.p1	6.925637
vulture__Unknown__TRINITY_DN840_c0_g2_i1.p2	5.882992
vulture__Unknown__TRINITY_DN840_c0_g2_i1.p2	5.882992
vulture__Unknown__TRINITY_DN2269_c1_g3_i1.p2	10.435216
vulture__Unknown__TRINITY_DN1591_c9_g1_i1.p1	5.676955
vulture__Unknown__TRINITY_DN4263_c0_g1_i12.p2	2.355385
vulture__Unknown__TRINITY_DN840_c0_g3_i1.p1	4.939035
vulture__Unknown__TRINITY_DN840_c0_g3_i1.p1	4.939035
harrier__Unknown__TRINITY_DN11420_c0_g2_i6.p1	29.048957
harrier__Unknown__TRINITY_DN11420_c0_g2_i6.p1	29.048957
harrier__Unknown__TRINITY_DN152_c0_g3_i5.p1	71.79826
harrier__Unknown__TRINITY_DN152_c0_g3_i5.p1	71.79826
harrier__Unknown__TRINITY_DN8312_c0_g1_i2.p1	4.235774
harrier__Unknown__TRINITY_DN8312_c0_g1_i2.p1	4.235774
harrier__Unknown__TRINITY_DN152_c0_g2_i1.p1	7.287241
harrier__Unknown__TRINITY_DN152_c0_g2_i1.p1	7.287241
harrier__Unknown__TRINITY_DN152_c0_g4_i1.p1	6.794265
harrier__Unknown__TRINITY_DN152_c0_g4_i1.p1	6.794265
harrier__Unknown__TRINITY_DN1038_c0_g1_i2.p2	16.278888
harrier__Unknown__TRINITY_DN835_c0_g2_i3.p2	12.234099
harrier__Unknown__TRINITY_DN2231_c2_g2_i1.p2	15.673154
harrier__Unknown__TRINITY_DN835_c0_g1_i7.p3	2.026662
harrier__Unknown__TRINITY_DN1038_c0_g3_i1.p1	7.999907
harrier__Unknown__TRINITY_DN1038_c0_g4_i1.p1	7.999907
harrier__Unknown__TRINITY_DN3748_c0_g1_i5.p3	4.798302
greyfacedBuzzard__Unknown__TRINITY_DN968_c0_g2_i1.p2	7.872879
greyfacedBuzzard__Unknown__TRINITY_DN10809_c0_g1_i1.p1	18.957023
greyfacedBuzzard__Unknown__TRINITY_DN10809_c0_g3_i1.p1	9.805852
greyfacedBuzzard__Unknown__TRINITY_DN10809_c0_g2_i7.p1	5.980731
greyfacedBuzzard__Unknown__TRINITY_DN968_c0_g1_i6.p1	26.370196
greyfacedBuzzard__Unknown__TRINITY_DN397_c0_g1_i3.p3	25.55555
greyfacedBuzzard__Unknown__TRINITY_DN2471_c0_g2_i1.p1	121.577739
greyfacedBuzzard__Unknown__TRINITY_DN2471_c0_g2_i1.p1	121.577739
greyfacedBuzzard__Unknown__TRINITY_DN2471_c0_g3_i1.p1	53.376273
greyfacedBuzzard__Unknown__TRINITY_DN2471_c0_g3_i1.p1	53.376273
greyfacedBuzzard__Unknown__TRINITY_DN1263_c0_g2_i1.p2	4.194692
greyfacedBuzzard__Unknown__TRINITY_DN12774_c0_g1_i26.p2	2.455783
greyfacedBuzzard__Unknown__TRINITY_DN1117_c2_g1_i1.p1	2.572252
greyfacedBuzzard__Unknown__TRINITY_DN1117_c2_g1_i1.p1	2.572252
greyfacedBuzzard__Unknown__TRINITY_DN1117_c2_g1_i1.p1	2.572252
redTailHawk__Unknown__TRINITY_DN3447_c1_g1_i1.p1	64.375661
redTailHawk__Unknown__TRINITY_DN3447_c1_g1_i1.p1	64.375661
redTailHawk__Unknown__TRINITY_DN3447_c1_g1_i1.p1	64.375661
redTailHawk__Unknown__TRINITY_DN3447_c3_g1_i5.p1	4.176408
redTailHawk__Unknown__TRINITY_DN3447_c3_g1_i5.p1	4.176408
redTailHawk__Unknown__TRINITY_DN3447_c3_g1_i5.p1	4.176408
redTailHawk__Unknown__TRINITY_DN3447_c3_g2_i1.p5	14.869418
redTailHawk__Unknown__TRINITY_DN3447_c3_g2_i1.p5	14.869418
redTailHawk__Unknown__TRINITY_DN3447_c3_g2_i1.p5	14.869418
redTailHawk__Unknown__TRINITY_DN8395_c0_g1_i1.p2	15.880605
redTailHawk__Unknown__TRINITY_DN8395_c0_g1_i1.p2	15.880605
redTailHawk__Unknown__TRINITY_DN8395_c0_g1_i1.p2	15.880605
redTailHawk__Unknown__TRINITY_DN5369_c2_g1_i2.p2	3.01576
redTailHawk__Unknown__TRINITY_DN17370_c0_g1_i1.p2	2.20165
redTailHawk__Unknown__TRINITY_DN17370_c0_g1_i1.p2	2.20165
redTailHawk__Unknown__TRINITY_DN17370_c0_g1_i1.p2	2.20165
redTailHawk__Unknown__TRINITY_DN80566_c0_g1_i1.p1	1.27582
redTailHawk__Unknown__TRINITY_DN80566_c0_g1_i1.p1	1.27582
redTailHawk__Unknown__TRINITY_DN80566_c0_g1_i1.p1	1.27582
redTailHawk__Unknown__TRINITY_DN11161_c1_g2_i1.p1	3.632234
redTailHawk__Unknown__TRINITY_DN11161_c1_g3_i1.p2	8.140735
redTailHawk__Unknown__TRINITY_DN88199_c0_g1_i1.p2	1.417008
redTailHawk__Unknown__TRINITY_DN11161_c1_g1_i4.p2	22.701976
redTailHawk__Unknown__TRINITY_DN12211_c0_g1_i1.p2	10.47541
redTailHawk__Unknown__TRINITY_DN958_c1_g1_i1.p1	5.994797
coopersHawk__Unknown__TRINITY_DN5896_c1_g2_i1.p1	44.731394
coopersHawk__Unknown__TRINITY_DN5896_c1_g2_i1.p1	44.731394
coopersHawk__Unknown__TRINITY_DN862_c1_g1_i1.p1	75.262517
coopersHawk__Unknown__TRINITY_DN862_c1_g1_i1.p1	75.262517
coopersHawk__Unknown__TRINITY_DN941_c0_g1_i1.p4	18.358312
coopersHawk__Unknown__TRINITY_DN941_c0_g1_i1.p4	18.358312
coopersHawk__Unknown__TRINITY_DN5736_c0_g2_i1.p1	4.982725
coopersHawk__Unknown__TRINITY_DN4098_c0_g2_i1.p2	4.448916
coopersHawk__Unknown__TRINITY_DN4098_c0_g1_i3.p2	19.146746
coopersHawk__Unknown__TRINITY_DN96406_c0_g1_i1.p2	9.814598
coopersHawk__Unknown__TRINITY_DN5736_c0_g1_i2.p1	3.646971
besra__Unknown__TRINITY_DN8404_c0_g1_i1.p2	5.541647
besra__Unknown__TRINITY_DN150_c0_g1_i9.p1	17.951747
besra__Unknown__TRINITY_DN2833_c0_g1_i1.p2	42.680225
besra__Unknown__TRINITY_DN1175_c1_g1_i7.p1	1.989627
besra__Unknown__TRINITY_DN131_c2_g2_i4.p2	50.294102
besra__Unknown__TRINITY_DN131_c2_g2_i4.p2	50.294102
besra__Unknown__TRINITY_DN257_c3_g1_i1.p1	187.684594
besra__Unknown__TRINITY_DN257_c3_g1_i1.p1	187.684594
besra__Unknown__TRINITY_DN4430_c1_g2_i1.p2	8.177473
besra__Unknown__TRINITY_DN583_c0_g1_i6.p3	1.391483
besra__Unknown__TRINITY_DN131_c4_g1_i1.p1	10.663837
besra__Unknown__TRINITY_DN131_c4_g1_i1.p1	10.663837
besra__Unknown__TRINITY_DN1166_c0_g1_i1.p4	71.09834
besra__Unknown__TRINITY_DN1166_c0_g1_i1.p4	71.09834
barnOwl__Unknown__TRINITY_DN1118_c0_g1_i19.p3	3.877238
barnOwl__Unknown__TRINITY_DN1118_c0_g1_i19.p3	3.877238
barnOwl__Unknown__TRINITY_DN1489_c3_g2_i1.p1	46.996375
barnOwl__Unknown__TRINITY_DN1489_c3_g2_i1.p1	46.996375
barnOwl__Unknown__TRINITY_DN12357_c0_g1_i1.p1	1.122359
barnOwl__Unknown__TRINITY_DN12357_c0_g1_i1.p1	1.122359
barnOwl__Unknown__TRINITY_DN22983_c0_g1_i4.p2	1.998308
barnOwl__Unknown__TRINITY_DN22983_c0_g1_i4.p2	1.998308
barnOwl__Unknown__TRINITY_DN600_c3_g1_i1.p3	4.564741
barnOwl__Unknown__TRINITY_DN600_c3_g1_i1.p3	4.564741
barnOwl__Unknown__TRINITY_DN600_c3_g1_i1.p3	4.564741
barnOwl__Unknown__TRINITY_DN5433_c0_g5_i1.p2	6.055186
barnOwl__Unknown__TRINITY_DN5433_c0_g4_i4.p1	8.09092
barnOwl__Unknown__TRINITY_DN97191_c0_g1_i2.p3	4.734776
barnOwl__Unknown__TRINITY_DN85_c1_g1_i2.p1	12.981291
grassOwl__Unknown__TRINITY_DN2597_c0_g2_i3.p1	262.951375
grassOwl__Unknown__TRINITY_DN2597_c0_g2_i3.p1	262.951375
grassOwl__Unknown__TRINITY_DN655_c0_g1_i3.p3	154.659538
grassOwl__Unknown__TRINITY_DN655_c0_g1_i3.p3	154.659538
grassOwl__Unknown__TRINITY_DN3390_c0_g1_i4.p2	3.41973
grassOwl__Unknown__TRINITY_DN3390_c0_g1_i4.p2	3.41973
grassOwl__Unknown__TRINITY_DN1634_c10_g1_i1.p3	3.558341
grassOwl__Unknown__TRINITY_DN1634_c10_g1_i1.p3	3.558341
grassOwl__Unknown__TRINITY_DN1634_c10_g1_i1.p3	3.558341
grassOwl__Unknown__TRINITY_DN13745_c0_g1_i1.p2	5.455311
grassOwl__Unknown__TRINITY_DN3346_c1_g5_i1.p1	4.894353
grassOwl__Unknown__TRINITY_DN1060_c0_g2_i4.p1	101.539966
grassOwl__Unknown__TRINITY_DN7552_c1_g1_i3.p1	13.505223
grassOwl__Unknown__TRINITY_DN6135_c1_g2_i2.p5	21.475333
borealOwl__Unknown__TRINITY_DN1134_c0_g1_i18.p1	37.381074
borealOwl__Unknown__TRINITY_DN1134_c0_g1_i18.p1	37.381074
borealOwl__Unknown__TRINITY_DN2059_c0_g1_i10.p1	11.059976
borealOwl__Unknown__TRINITY_DN2059_c0_g1_i10.p1	11.059976
borealOwl__Unknown__TRINITY_DN2434_c0_g2_i1.p1	12.22876
borealOwl__Unknown__TRINITY_DN2434_c0_g2_i1.p1	12.22876
borealOwl__Unknown__TRINITY_DN2_c0_g1_i3.p2	459.589191
borealOwl__Unknown__TRINITY_DN2_c0_g1_i3.p2	459.589191
borealOwl__Unknown__TRINITY_DN2_c0_g2_i1.p1	396.792343
borealOwl__Unknown__TRINITY_DN2_c0_g2_i1.p1	396.792343
borealOwl__Unknown__TRINITY_DN363_c0_g1_i1.p1	22.346777
borealOwl__Unknown__TRINITY_DN363_c0_g1_i1.p1	22.346777
borealOwl__Unknown__TRINITY_DN513_c0_g1_i48.p1	18.590504
borealOwl__Unknown__TRINITY_DN513_c0_g1_i48.p1	18.590504
borealOwl__Unknown__TRINITY_DN53056_c0_g1_i1.p1	7.19495
borealOwl__Unknown__TRINITY_DN13169_c0_g1_i4.p1	5.528159
borealOwl__Unknown__TRINITY_DN13169_c0_g1_i4.p1	5.528159
borealOwl__Unknown__TRINITY_DN15094_c0_g1_i1.p2	4.821659
borealOwl__Unknown__TRINITY_DN196784_c0_g1_i1.p1	2.89082
borealOwl__Unknown__TRINITY_DN52015_c0_g1_i1.p3	12.048327
borealOwl__Unknown__TRINITY_DN5782_c0_g1_i3.p1	373.882291
borealOwl__Unknown__TRINITY_DN37190_c0_g1_i1.p1	6.191002
borealOwl__Unknown__TRINITY_DN337_c1_g1_i1.p1	9.937106
littleOwl__Unknown__TRINITY_DN5436_c0_g1_i1.p1	210.054872
littleOwl__Unknown__TRINITY_DN5436_c0_g1_i1.p1	210.054872
littleOwl__Unknown__TRINITY_DN5436_c0_g3_i1.p2	200.380201
littleOwl__Unknown__TRINITY_DN5436_c0_g3_i1.p2	200.380201
littleOwl__Unknown__TRINITY_DN722_c0_g1_i4.p3	99.974986
littleOwl__Unknown__TRINITY_DN722_c0_g1_i4.p3	99.974986
littleOwl__Unknown__TRINITY_DN722_c3_g1_i1.p1	138.344648
littleOwl__Unknown__TRINITY_DN722_c3_g1_i1.p1	138.344648
littleOwl__Unknown__TRINITY_DN5212_c2_g1_i1.p1	2.602511
littleOwl__Unknown__TRINITY_DN5212_c2_g1_i1.p1	2.602511
littleOwl__Unknown__TRINITY_DN5212_c2_g1_i1.p1	2.602511
littleOwl__Unknown__TRINITY_DN1431_c1_g1_i3.p2	5.489108
littleOwl__Unknown__TRINITY_DN6483_c0_g2_i1.p1	7.362908
littleOwl__Unknown__TRINITY_DN6537_c0_g1_i8.p2	4.433634
littleOwl__Unknown__TRINITY_DN7852_c6_g1_i1.p1	7.604298
littleOwl__Unknown__TRINITY_DN10802_c0_g1_i7.p3	6.58184
littleOwl__Unknown__TRINITY_DN10802_c0_g2_i8.p3	6.58184
littleOwl__Unknown__TRINITY_DN6483_c0_g1_i7.p2	122.454949
littleOwl__Unknown__TRINITY_DN1431_c1_g2_i1.p1	13.460279
eurasianScopsOwl__Unknown__TRINITY_DN4554_c0_g1_i15.p2	8.675681
eurasianScopsOwl__Unknown__TRINITY_DN1996_c0_g1_i7.p2	65.42315
eurasianScopsOwl__Unknown__TRINITY_DN3313_c0_g1_i1.p1	38.118372
eurasianScopsOwl__Unknown__TRINITY_DN1943_c0_g1_i4.p1	4.451124
eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g1_i3.p1	17.662639
eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g1_i3.p1	17.662639
eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g2_i2.p1	72.669059
eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g2_i2.p1	72.669059
eurasianScopsOwl__Unknown__TRINITY_DN5778_c0_g2_i1.p1	4.470151
eurasianScopsOwl__Unknown__TRINITY_DN5778_c0_g2_i1.p1	4.470151
eurasianScopsOwl__Unknown__TRINITY_DN5778_c0_g2_i1.p1	4.470151
eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g4_i1.p2	55.508224
eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g4_i1.p2	55.508224
eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g5_i1.p3	55.508224
eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g5_i1.p3	55.508224
eurasianScopsOwl__Unknown__TRINITY_DN7221_c0_g1_i2.p3	3.55298
