SampleID	SampleShortID	SampleSubID	Source	RunType	OrganismSerial	OrganismID	OrganismName	CommonName	Category	NumberSamples	Habitat	Nocturnality	NumMacula	NumFovea	NumFoveola	GenomeAvailable	AnnotationAvailable	ZoonomiaPresence	Order	Genus	Species	NNRL_LibraryID	SRA_BioProjectID	SRA_RunID	SRA_Downloaded	SRA_BioSampleID	SRA_ExperimentID	Notes	Life stage	Sex	NocturnalityComments	GenomeAssemblyENSEMBL	GenomeAccessionENSEMBL	GenusAlternativeENSEMBL	GenomeNCBI	GenomeAccessionNCBI	GenomeAssemblyNCBI	GenomeENSEMBL	AnnotationNCBI	AnnotationENSEMBL	GenomeZoonomia	AnnotationZoonomia	ZoonomiaComment	EarlyChordateSet	SpeciesCode	ActualOrganismID	source	gtf_url	cds_url	ReferencePaper	DOI	GenomeAnnotationInRefPaper
Mus_musculus_1	MUMU1	1	NNRL	SE	100	Mus_musculus	Mus musculus	Mouse	Mammal	3		Nocturnal				Species	Species	Species	Rodentia	Mus	musculus	R12010-008						C57BL/6			"https://www.nature.com/articles/s41598-020-67859-w#:~:text=musculus%2C%20and%20wild%20M.,group%20and%20individual%20housing%20conditions."	GRCm39	GCA_000001635.9		Species	GCF_000001635.27	GRCm39	Species	Species	Species	Species	Species		x	mmmusc							
Mus_musculus_2	MUMU2	2	NNRL	SE	100	Mus_musculus	Mus musculus	Mouse	Mammal	3		Nocturnal				Species	Species	Species	Rodentia	Mus	musculus	R12010-009						C57BL/6			"https://www.nature.com/articles/s41598-020-67859-w#:~:text=musculus%2C%20and%20wild%20M.,group%20and%20individual%20housing%20conditions."	GRCm39	GCA_000001635.9		Species	GCF_000001635.27	GRCm39	Species	Species	Species	Species	Species		x	mmmusc							
Mus_musculus_3	MUMU3	3	NNRL	PE	100	Mus_musculus	Mus musculus	Mouse	Mammal	3		Nocturnal				Species	Species	Species	Rodentia	Mus	musculus	AskMatthew									"https://www.nature.com/articles/s41598-020-67859-w#:~:text=musculus%2C%20and%20wild%20M.,group%20and%20individual%20housing%20conditions."	GRCm39	GCA_000001635.9		Species	GCF_000001635.27	GRCm39	Species	Species	Species	Species	Species		x	mmmusc							
Mus_musculus_4	MUMU4	4	NNRL	PE	100	Mus_musculus	Mus musculus	Mouse	Mammal	3		Nocturnal				Species	Species	Species	Rodentia	Mus	musculus	AskMatthew									"https://www.nature.com/articles/s41598-020-67859-w#:~:text=musculus%2C%20and%20wild%20M.,group%20and%20individual%20housing%20conditions."	GRCm39	GCA_000001635.9		Species	GCF_000001635.27	GRCm39	Species	Species	Species	Species	Species		x	mmmusc							
Mus_musculus_5	MUMU5	5	NNRL	PE	100	Mus_musculus	Mus musculus	Mouse	Mammal	3		Nocturnal				Species	Species	Species	Rodentia	Mus	musculus	AskMatthew									"https://www.nature.com/articles/s41598-020-67859-w#:~:text=musculus%2C%20and%20wild%20M.,group%20and%20individual%20housing%20conditions."	GRCm39	GCA_000001635.9		Species	GCF_000001635.27	GRCm39	Species	Species	Species	Species	Species		x	mmmusc							
Papio_anubis_4	PAAN4	4	SRA	SE	105	Papio_anubis	Papio anubis	Olive baboon	Mammal	3		Unknown				Species	Species	Species	Primates	Papio	anubis		PRJNA386932	SRR5570462		SAMN07131850	SRX2829651					Panubis1.0	GCA_008728515.1		Species	GCF_008728515.1	Panubis1.0	Species	Species	Species	Species	Species			mpanub					Mure_Panda_2018_DiurnalTranscriptomeAtlas	https://doi.org/10.1126/science.aao0318	
Papio_anubis_5	PAAN5	5	SRA	SE	105	Papio_anubis	Papio anubis	Olive baboon	Mammal	3		Unknown				Species	Species	Species	Primates	Papio	anubis		PRJNA386932	SRR5570463		SAMN07131849	SRX2829652					Panubis1.0	GCA_008728515.1		Species	GCF_008728515.1	Panubis1.0	Species	Species	Species	Species	Species			mpanub					Mure_Panda_2018_DiurnalTranscriptomeAtlas	https://doi.org/10.1126/science.aao0318	
Sus_scrofa_0	SUSC0	0	SRA	PE	95	Sus_scrofa	Sus scrofa	Wild boar	Mammal	3		Unknown				Species	Species	Species	Artiodactyla	Sus	scrofa		PRJNA392949	SRR5803851		SAMN07315029	SRX2983153	retina	adult	male		Sscrofa11.1	GCA_000003025.6		Species	GCF_000003025.6	Sscrofa11.1	Species	Species	Species	Species	Species			msscro					Zhao_Liu_2021_MiningUnknownPorcine	https://doi.org/10.1016/j.gpb.2021.02.002	
Sus_scrofa_2	SUSC2	2	SRA	PE	95	Sus_scrofa	Sus scrofa	Wild boar	Mammal	3		Unknown				Species	Species	Species	Artiodactyla	Sus	scrofa		PRJNA392949	SRR5803850		SAMN07315029	SRX2983154	retina	adult	male		Sscrofa11.1	GCA_000003025.6		Species	GCF_000003025.6	Sscrofa11.1	Species	Species	Species	Species	Species			msscro					Zhao_Liu_2021_MiningUnknownPorcine	https://doi.org/10.1016/j.gpb.2021.02.002	
Sus_scrofa_1	SUSC1	1	SRA	PE	95	Sus_scrofa	Sus scrofa	Wild boar	Mammal	3		Unknown				Species	Species	Species	Artiodactyla	Sus	scrofa		PRJNA392949	SRR5803849		SAMN07315029	SRX2983155	retina	adult	male		Sscrofa11.1	GCA_000003025.6		Species	GCF_000003025.6	Sscrofa11.1	Species	Species	Species	Species	Species			msscro					Zhao_Liu_2021_MiningUnknownPorcine	https://doi.org/10.1016/j.gpb.2021.02.002	
Callithrix_jacchus_1	CAJA1	1	SRA	PE	103	Callithrix_jacchus	Callithrix jacchus	Common marmoset	Mammal	3		Unknown				Species	Species	Species	Primates	Callithrix	jacchus		PRJNA397900	SRR5928356		SAMN07495412	SRX3088671					mCalJac1.pat.X	GCA_011100555.1		Species	GCF_011100555.1	mCalJa1.2.pat.X	Species	Species	Species	Species	Species			mcjacc					NoReferencePaper		
Callithrix_jacchus_2	CAJA2	2	SRA	PE	103	Callithrix_jacchus	Callithrix jacchus	Common marmoset	Mammal	3		Unknown				Species	Species	Species	Primates	Callithrix	jacchus		PRJNA397900	SRR5928353		SAMN07495419	SRX3088674					mCalJac1.pat.X	GCA_011100555.1		Species	GCF_011100555.1	mCalJa1.2.pat.X	Species	Species	Species	Species	Species			mcjacc					NoReferencePaper		
Cairina_moschata_0	CAMO0	0	SRA	PE	49	Cairina_moschata	Cairina moschata	Muscovy duck	Bird	1		Diurnal				Species	Species	TOGA	Anseriformes	Cairina	moschata		PRJNA419616	SRR6367500		SAMN08434997	SRX3462961	male eye	adult			CaiMos1.0	GCA_009194515.1		Species			Species	No	Species	Species	Species	Cairina moschata domestica		bcmosc	Cairina_moschata_domestica	ENSEMBL	https://ftp.ensembl.org/pub/release-110/gtf/cairina_moschata_domestica/Cairina_moschata_domestica.CaiMos1.0.110.gtf.gz	https://ftp.ensembl.org/pub/release-110/fasta/cairina_moschata_domestica/cds/Cairina_moschata_domestica.CaiMos1.0.cds.all.fa.gz	NoReferencePaper		
Electrona_risso_0	ELRI0	0	SRA	PE	29	Electrona_risso	Electrona risso	Electric lantern fish	Fish	1		Unknown				Genus	No		Myctophiformes	Electrona	risso		PRJNA421052	SRR8242442		SAMN10473266	SRX5060680		Adult						Genus			No	No	No					feriss					Musilova_Salzburger_2019_VisionUsingMultiple	https://doi.org/10.1126/science.aav4632	
Esox_lucius_0	ESLU0	0	SRA	PE	28	Esox_lucius	Esox lucius	Northern pike	Fish	2		Unknown				Species	Species		Esociformes	Esox	lucius		PRJNA421052	SRR8242440		SAMN10473268	SRX5060682		Adult			Eluc_v4	GCA_004634155.1		Species	GCF_011004845.1	fEsoLuc1.pri	Species	Species	Species					feluci					Musilova_Salzburger_2019_VisionUsingMultiple	https://doi.org/10.1126/science.aav4632	
Esox_lucius_1	ESLU1	1	SRA	PE	28	Esox_lucius	Esox lucius	Northern pike	Fish	2		Unknown				Species	Species		Esociformes	Esox	lucius		PRJNA421052	SRR8242439		SAMN10473269	SRX5060683		Adult			Eluc_v4	GCA_004634155.1		Species	GCF_011004845.1	fEsoLuc1.pri	Species	Species	Species					feluci					Musilova_Salzburger_2019_VisionUsingMultiple	https://doi.org/10.1126/science.aav4632	
Gadus_morhua_0	GAMO0	0	SRA	PE	30	Gadus_morhua	Gadus morhua	Atlantic cod	Fish	1		Unknown				Species	Species		Gadiformes	Gadus	morhua		PRJNA421052	SRR8242438		SAMN10473270	SRX5060684		adult			gadMor3.0	GCA_902167405.1		Species	GCF_902167405.1	gadMor3.0	Species	Species	Species					fgmorh					Musilova_Salzburger_2019_VisionUsingMultiple	https://doi.org/10.1126/science.aav4632	
Thunnus_albacares_0	THAL0	0	SRA	PE	31	Thunnus_albacares	Thunnus albacares	Yellowfin tuna	Fish	1		Unknown				Species	Species		Scombriformes	Thunnus	albacares		PRJNA421052	SRR8242435		SAMN10473303	SRX5060687		adult						Species	GCF_914725855.1	fThuAlb1.1	No	Species	No					ftalba					Musilova_Salzburger_2019_VisionUsingMultiple	https://doi.org/10.1126/science.aav4632	
Rhinecanthus_aculeatus_0	RHAC0	0	SRA	PE	33	Rhinecanthus_aculeatus	Rhinecanthus aculeatus	Lagoon triggerfish	Fish	3		Unknown				No	No		Tetradontiformes	Rhinecanthus	aculeatus		PRJNA421052	SRR8242402		SAMN10473296 	SRX5060720		Adult						No			No	No	No					fracul					Musilova_Salzburger_2019_VisionUsingMultiple	https://doi.org/10.1126/science.aav4632	
Sparus_aurata_0	SPAU0	0	SRA	PE	34	Sparus_aurata	Sparus aurata	Gilt-head bream	Fish	1		Unknown				Species	Species		Perciformes	Sparus	aurata		PRJNA421052	SRR8242400		SAMN10473298	SRX5060722		adult			fSpaAur1.1	GCA_900880675.1		Species	GCF_900880675.1	fSpaAur1.1	Species	Species	Species					fsaura					Musilova_Salzburger_2019_VisionUsingMultiple	https://doi.org/10.1126/science.aav4632	
Petromyzon_marinus_0	PEMA0	0	Mine	PE	14	Petromyzon_marinus	Petromyzon marinus	Sea lamprey	Lamprey	7		Nocturnal				Species	Species		Petromyzontiformes	Petromyzon	marinus	R42019-296						Commercial; maybe wild?	larva		https://link.springer.com/article/10.1007/s11160-016-9440-3	Pmarinus_7.0	-		Species	GCF_010993605.1	kPetMar1.pri	Species	Species	Species				x	lpmari							
Petromyzon_marinus_1	PEMA1	1	Mine	PE	14	Petromyzon_marinus	Petromyzon marinus	Sea lamprey	Lamprey	7		Nocturnal				Species	Species		Petromyzontiformes	Petromyzon	marinus	R42019-294						Commercial; maybe wild?	transformer		https://link.springer.com/article/10.1007/s11160-016-9440-3	Pmarinus_7.0	-		Species	GCF_010993605.1	kPetMar1.pri	Species	Species	Species				x	lpmari							
Petromyzon_marinus_2	PEMA2	2	Mine	PE	14	Petromyzon_marinus	Petromyzon marinus	Sea lamprey	Lamprey	7		Nocturnal				Species	Species		Petromyzontiformes	Petromyzon	marinus	R42019-264						Commercial; maybe wild?	larva		https://link.springer.com/article/10.1007/s11160-016-9440-3	Pmarinus_7.0	-		Species	GCF_010993605.1	kPetMar1.pri	Species	Species	Species				x	lpmari							
Petromyzon_marinus_3	PEMA3	3	Mine	PE	14	Petromyzon_marinus	Petromyzon marinus	Sea lamprey	Lamprey	7		Nocturnal				Species	Species		Petromyzontiformes	Petromyzon	marinus	R42019-295						Commercial; maybe wild?	transformer		https://link.springer.com/article/10.1007/s11160-016-9440-3	Pmarinus_7.0	-		Species	GCF_010993605.1	kPetMar1.pri	Species	Species	Species				x	lpmari							
Petromyzon_marinus_4	PEMA4	4	NNRL	PE	14	Petromyzon_marinus	Petromyzon marinus	Sea lamprey	Lamprey	7		Nocturnal				Species	Species		Petromyzontiformes	Petromyzon	marinus	R42015-030						Lamprey_1	adult		https://link.springer.com/article/10.1007/s11160-016-9440-3	Pmarinus_7.0	-		Species	GCF_010993605.1	kPetMar1.pri	Species	Species	Species				x	lpmari							
Petromyzon_marinus_5	PEMA5	5	NNRL	PE	14	Petromyzon_marinus	Petromyzon marinus	Sea lamprey	Lamprey	7		Nocturnal				Species	Species		Petromyzontiformes	Petromyzon	marinus	R42015-031						Lamprey_2	adult		https://link.springer.com/article/10.1007/s11160-016-9440-3	Pmarinus_7.0	-		Species	GCF_010993605.1	kPetMar1.pri	Species	Species	Species				x	lpmari							
Petromyzon_marinus_6	PEMA6	6	NNRL	PE	14	Petromyzon_marinus	Petromyzon marinus	Sea lamprey	Lamprey	7		Nocturnal				Species	Species		Petromyzontiformes	Petromyzon	marinus	R42015-032						Lamprey_3	adult		https://link.springer.com/article/10.1007/s11160-016-9440-3	Pmarinus_7.0	-		Species	GCF_010993605.1	kPetMar1.pri	Species	Species	Species				x	lpmari							
Rhinecanthus_aculeatus_1	RHAC1	1	SRA	PE	33	Rhinecanthus_aculeatus	Rhinecanthus aculeatus	Lagoon triggerfish	Fish	3		Unknown				No	No		Tetradontiformes	Rhinecanthus	aculeatus		PRJNA421052	SRR8242397		SAMN10473295	SRX5060725		Adult						No			No	No	No					fracul					Musilova_Salzburger_2019_VisionUsingMultiple	https://doi.org/10.1126/science.aav4632	
Plethodon_cinereus_0	PLCI0	0	Mine	PE	38	Plethodon_cinereus	Plethodon cinereus	Red-backed salamander	Amphibian	3		Nocturnal				No	No		Urodela	Plethodon	cinereus	R42019-255						Wild			https://www2.illinois.gov/dnr/education/CDIndex/EasternRedbackedSalamander.pdf				No			No	No	No				x	apcine							
Plethodon_cinereus_1	PLCI1	1	Mine	PE	38	Plethodon_cinereus	Plethodon cinereus	Red-backed salamander	Amphibian	3		Nocturnal				No	No		Urodela	Plethodon	cinereus	R42019-256						Wild			https://www2.illinois.gov/dnr/education/CDIndex/EasternRedbackedSalamander.pdf				No			No	No	No				x	apcine							
Plethodon_cinereus_2	PLCI2	2	Mine	PE	38	Plethodon_cinereus	Plethodon cinereus	Red-backed salamander	Amphibian	3		Nocturnal				No	No		Urodela	Plethodon	cinereus	R42019-254						Wild			https://www2.illinois.gov/dnr/education/CDIndex/EasternRedbackedSalamander.pdf				No			No	No	No				x	apcine							
Psammomys_obesus_0	PSOB0	0	Mine	PE	102	Psammomys_obesus	Psammomys obesus	Sand rat	Mammal	3		Unknown				Species	Species	Species	Rodentia	Psammomys	obesus	R42019-289						Lab							Species	GCF_907164565.1	mPsaObe1.curated_primary_1811	No	Species	No	Species	Species			mpobes							
Psammomys_obesus_1	PSOB1	1	Mine	PE	102	Psammomys_obesus	Psammomys obesus	Sand rat	Mammal	3		Unknown				Species	Species	Species	Rodentia	Psammomys	obesus	R42019-290						Lab							Species	GCF_907164565.1	mPsaObe1.curated_primary_1811	No	Species	No	Species	Species			mpobes							
Psammomys_obesus_2	PSOB2	2	Mine	PE	102	Psammomys_obesus	Psammomys obesus	Sand rat	Mammal	3		Unknown				Species	Species	Species	Rodentia	Psammomys	obesus	R42019-291						Lab							Species	GCF_907164565.1	mPsaObe1.curated_primary_1811	No	Species	No	Species	Species			mpobes							
Rattus_norvegicus_0	RANO0	0	NNRL	SE	101	Rattus_norvegicus	Rattus norvegicus	Brown rat	Mammal	3		Unknown				Species	Species	Species	Rodentia	Rattus	norvegicus	R22011-039						ND-11170				mRatBN7.2	GCA_015227675.2		Species	GCF_015227675.2	mRatBN7.2	Species	Species	Species	Species	Species			mrnorv							
Rattus_norvegicus_1	RANO1	1	NNRL	SE	101	Rattus_norvegicus	Rattus norvegicus	Brown rat	Mammal	3		Unknown				Species	Species	Species	Rodentia	Rattus	norvegicus	R22011-040						ND-11174				mRatBN7.2	GCA_015227675.2		Species	GCF_015227675.2	mRatBN7.2	Species	Species	Species	Species	Species			mrnorv							
Rattus_norvegicus_2	RANO2	2	NNRL	SE	101	Rattus_norvegicus	Rattus norvegicus	Brown rat	Mammal	3		Unknown				Species	Species	Species	Rodentia	Rattus	norvegicus	R22011-041						ND-11175				mRatBN7.2	GCA_015227675.2		Species	GCF_015227675.2	mRatBN7.2	Species	Species	Species	Species	Species			mrnorv							
Rhinecanthus_aculeatus_2	RHAC2	2	SRA	PE	33	Rhinecanthus_aculeatus	Rhinecanthus aculeatus	Lagoon triggerfish	Fish	3		Unknown				No	No		Tetradontiformes	Rhinecanthus	aculeatus		PRJNA421052	SRR8242396		SAMN10473294	SRX5060726		Adult						No			No	No	No					fracul					Musilova_Salzburger_2019_VisionUsingMultiple	https://doi.org/10.1126/science.aav4632	
Habronattus_gilaensis_0	HAGI0	0	SRA	PE	2	Habronattus_gilaensis	Habronattus gilaensis	Paradise spider	Arthropod	1		Unknown				No	No		Araneae	Habronattus	gilaensis		PRJNA421554	SRR6381089		SAMN08144101	SRX3475035	Adult female							No			No	No	No					ahgila					NoReferencePaper		
Silurus_meridionalis_0	SIME0	0	SRA	PE	27	Silurus_meridionalis	Silurus meridionalis	Yangtze catfish	Fish	1		Unknown				Species	Species		Siluriformes	Silurus	meridionalis		PRJNA427243	SRR7224137		SAMN09269384	SRX4130681	Name confusion							Species	GCF_014805685.1	ASM1480568v1	No	Species	No					fsmeri					NoReferencePaper		
Thamnophis_sirtalis_0	THSI0	0	SRA	PE	42	Thamnophis_sirtalis	Thamnophis sirtalis	Common garter snake	Reptile	1		Diurnal				Species	Species		Squamata	Thamnophis	sirtalis		PRJNA432436	SRR6668169		SAMN08449337	SRX3644876	Whole eye			https://en.wikipedia.org/wiki/Common_garter_snake				Species	GCF_001077635.1	Thamnophis_sirtalis-6.0	No	Species	No				x	rtsirt					Schott_Chang_2018_ShiftsSelectivePressures	https://doi.org/10.1093/molbev/msy025	
Dromaius_novaehollandiae_0	DRNO0	0	SRA	PE	48	Dromaius_novaehollandiae	Dromaius novaehollandiae	Emu	Bird	1		Diurnal				Species	Species	TOGA	Casuariiformes	Dromaius	novaehollandiae		PRJNA437520	SRR6820423		SAMN08667385	SRX3777270				may exhibit some nocturnal activity as well	droNov1	GCA_003342905.1		Species	GCF_003342905.1	droNov1	Species	Species	Species	Species	Species			bdnova	Dromaius_novaehollandiae	NCBI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/905/GCF_003342905.1_droNov1/GCF_003342905.1_droNov1_genomic.gtf.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/905/GCF_003342905.1_droNov1/GCF_003342905.1_droNov1_cds_from_genomic.fna.gz	NoReferencePaper		
Sepioteuthis_sepioidea_0	SESE0	0	NNRL	PE	7	Sepioteuthis_sepioidea	Sepioteuthis sepioidea	Carribean Reef Squid	Mollusc	1		Unknown				No	No		Myopsida	Sepioteuthis	sepioidea	R42015-025						Squid-Schwann							No			No	No	No					mssepi							
Serinus_canaria_0	SECA0	0	Mine	PE	61	Serinus_canaria	Serinus canaria	Canary	Bird	3		Diurnal				Species	Species	TOGA	Passeriformes	Serinus	canaria	R42019-244						Lab			may exhibit some crepuscular (dawn and dusk) activity as well	SCA1	GCA_000534875.1		Species	GCF_022539315.1	serCan2020	Species	Species	Species	Species	Species			bscana	Serinus_canaria	NCBI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/539/315/GCF_022539315.1_serCan2020/GCF_022539315.1_serCan2020_genomic.gtf.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/539/315/GCF_022539315.1_serCan2020/GCF_022539315.1_serCan2020_cds_from_genomic.fna.gz			
Serinus_canaria_1	SECA1	1	Mine	PE	61	Serinus_canaria	Serinus canaria	Canary	Bird	3		Diurnal				Species	Species	TOGA	Passeriformes	Serinus	canaria	R42019-245						Lab			may exhibit some crepuscular (dawn and dusk) activity as well	SCA1	GCA_000534875.1		Species	GCF_022539315.1	serCan2020	Species	Species	Species	Species	Species			bscana	Serinus_canaria	NCBI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/539/315/GCF_022539315.1_serCan2020/GCF_022539315.1_serCan2020_genomic.gtf.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/539/315/GCF_022539315.1_serCan2020/GCF_022539315.1_serCan2020_cds_from_genomic.fna.gz			
Serinus_canaria_2	SECA2	2	Mine	PE	61	Serinus_canaria	Serinus canaria	Canary	Bird	3		Diurnal				Species	Species	TOGA	Passeriformes	Serinus	canaria	R42019-246						Lab			may exhibit some crepuscular (dawn and dusk) activity as well	SCA1	GCA_000534875.1		Species	GCF_022539315.1	serCan2020	Species	Species	Species	Species	Species			bscana	Serinus_canaria	NCBI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/539/315/GCF_022539315.1_serCan2020/GCF_022539315.1_serCan2020_genomic.gtf.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/539/315/GCF_022539315.1_serCan2020/GCF_022539315.1_serCan2020_cds_from_genomic.fna.gz			
Struthio_camelus_0	STCA0	0	SRA	PE	47	Struthio_camelus	Struthio camelus	Common ostrich	Bird	1		Diurnal				Species	Species	TOGA	Struthioniformes	Struthio	camelus		PRJNA437520	SRR6820422		SAMN08667384	SRX3777271				may exhibit some crepuscular (dawn and dusk) activity as well.	ASM69896v1	GCA_000698965.1		Species	GCF_000698965.1	ASM69896v1	Species	Species	Species	Species	Species	Struthio camelus australis		bscame	Struthio_camelus_australis	NCBI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/965/GCF_000698965.1_ASM69896v1/GCF_000698965.1_ASM69896v1_genomic.gtf.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/965/GCF_000698965.1_ASM69896v1/GCF_000698965.1_ASM69896v1_cds_from_genomic.fna.gz	NoReferencePaper		
Ctenophorus_decresii_1	CTDE1	1	SRA	PE	44	Ctenophorus_decresii	Ctenophorus decresii	Tawny crevice-dragon	Reptile	2		Unknown				No	No		Squamata	Ctenophorus	decresii		PRJNA478483	SRR7453174		SAMN09518506	SRX4323679	retina	adult	male					No			No	No	No					rcdecr					NoReferencePaper		
Ctenophorus_decresii_0	CTDE0	0	SRA	PE	44	Ctenophorus_decresii	Ctenophorus decresii	Tawny crevice-dragon	Reptile	2		Unknown				No	No		Squamata	Ctenophorus	decresii		PRJNA478483	SRR7453168		SAMN09518505	SRX4323682	retina	adult	male					No			No	No	No					rcdecr					NoReferencePaper		
Strix_varia_0	STVA0	0	Mine	PE	85	Strix_varia	Strix varia	Barred owl	Bird	1		Nocturnal				Genus	Genus	TOGA	Strigiformes	Strix	varia	R42019-287						Wild				Soccid_v01	GCA_002372975.1	Strix occidentalis caurina	Genus			Genus	No	Genus	Genus	Genus	Strix occidentalis caurina; Struthidea cinerea		bsvari							
Strix_aluco_0	STAL0	0	SRA	PE	84	Strix_aluco	Strix aluco	Tawny owl	Bird	1		Nocturnal				Genus	Genus	TOGA	Strigiformes	Strix	aluco		PRJNA497817	SRR8083919		SAMN10266702 	SRX4910959					Soccid_v01	GCA_002372975.1	Strix occidentalis caurina	Genus			Genus	No	Genus	Genus	Genus	Strix occidentalis caurina; Struthidea cinerea		bsaluc	Strix_occidentalis_caurina	ENSEMBL	https://ftp.ensembl.org/pub/release-110/gtf/strix_occidentalis_caurina/Strix_occidentalis_caurina.Soccid_v01.110.gtf.gz	https://ftp.ensembl.org/pub/release-110/fasta/strix_occidentalis_caurina/cds/Strix_occidentalis_caurina.Soccid_v01.cds.all.fa.gz	Hoglund_Strandh_2019_OwlsLackUVsensitive	https://doi.org/10.1016/j.visres.2019.02.005	No assembly; trity + sequence similarity
Aegolius_funereus_0	AEFU0	0	SRA	PE	75	Aegolius_funereus	Aegolius funereus	Boreal owl	Bird	1		Nocturnal				No	No		Strigiformes	Aegolius	funereus		PRJNA497817	SRR8083918		SAMN10266703	SRX4910960				"https://animaldiversity.org/accounts/Aegolius_funereus/#:~:text=Aegolius%20funereus%20individuals%20are%20solitary,seasonally%2C%20but%20are%20primarily%20sedentary."				No			No	No	No					bafune					Hoglund_Strandh_2019_OwlsLackUVsensitive	https://doi.org/10.1016/j.visres.2019.02.005	No assembly; trity + sequence similarity
Asio_flammeus_0	ASFL0	0	SRA	PE	79	Asio_flammeus	Asio flammeus	Short-eared owl	Bird	1		Nocturnal				No	No		Strigiformes	Asio	flammeus		PRJNA497817	SRR8083917		SAMN10266704	SRX4910961				"https://www.owlpages.com/owls/species.php?s=3590#:~:text=Habits%3A%20Generally%20nocturnal%2C%20but%20often,extent)%20during%20the%20breeding%20season."				No			No	No	No					baflam					Hoglund_Strandh_2019_OwlsLackUVsensitive	https://doi.org/10.1016/j.visres.2019.02.005	No assembly; trity + sequence similarity
Asio_otus_1	ASOT1	1	SRA	PE	80	Asio_otus	Asio otus	Long-eared owl	Bird	2		Nocturnal				No	No		Strigiformes	Asio	otus		PRJNA497817	SRR8083916		SAMN10266705	SRX4910962				"https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/animals/birds/long-eared-owl/#:~:text=The%20best%20time%20to%20spot,see%20them%20on%20the%20wing."				No			No	No	No					baotus					Hoglund_Strandh_2019_OwlsLackUVsensitive	https://doi.org/10.1016/j.visres.2019.02.005	No assembly; trity + sequence similarity
Taeniopygia_guttata_0	TAGU0	0	Mine	PE	63	Taeniopygia_guttata	Taeniopygia guttata	Zebrafinch	Bird	3		Diurnal				Species	Species	TOGA	Passeriformes	Taeniopygia	guttata	R42019-282						Lab			https://animaldiversity.org/accounts/Taeniopygia_guttata/; may exhibit some crepuscular (dawn and dusk) activity as well.	bTaeGut1_v1.p	GCA_003957565.2		Species	GCF_003957565.2	bTaeGut1.4.pri	Species	Species	Species	Species	Species		x	btgutt	Taeniopygia_guttata	NCBI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/565/GCF_003957565.2_bTaeGut1.4.pri/GCF_003957565.2_bTaeGut1.4.pri_genomic.gtf.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/565/GCF_003957565.2_bTaeGut1.4.pri/GCF_003957565.2_bTaeGut1.4.pri_cds_from_genomic.fna.gz			
Taeniopygia_guttata_1	TAGU1	1	Mine	PE	63	Taeniopygia_guttata	Taeniopygia guttata	Zebrafinch	Bird	3		Diurnal				Species	Species	TOGA	Passeriformes	Taeniopygia	guttata	R42019-280						Lab			https://animaldiversity.org/accounts/Taeniopygia_guttata/; may exhibit some crepuscular (dawn and dusk) activity as well.	bTaeGut1_v1.p	GCA_003957565.2		Species	GCF_003957565.2	bTaeGut1.4.pri	Species	Species	Species	Species	Species		x	btgutt	Taeniopygia_guttata	NCBI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/565/GCF_003957565.2_bTaeGut1.4.pri/GCF_003957565.2_bTaeGut1.4.pri_genomic.gtf.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/565/GCF_003957565.2_bTaeGut1.4.pri/GCF_003957565.2_bTaeGut1.4.pri_cds_from_genomic.fna.gz			
Taeniopygia_guttata_2	TAGU2	2	Mine	PE	63	Taeniopygia_guttata	Taeniopygia guttata	Zebrafinch	Bird	3		Diurnal				Species	Species	TOGA	Passeriformes	Taeniopygia	guttata	R42019-281						Lab			https://animaldiversity.org/accounts/Taeniopygia_guttata/; may exhibit some crepuscular (dawn and dusk) activity as well.	bTaeGut1_v1.p	GCA_003957565.2		Species	GCF_003957565.2	bTaeGut1.4.pri	Species	Species	Species	Species	Species		x	btgutt	Taeniopygia_guttata	NCBI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/565/GCF_003957565.2_bTaeGut1.4.pri/GCF_003957565.2_bTaeGut1.4.pri_genomic.gtf.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/565/GCF_003957565.2_bTaeGut1.4.pri/GCF_003957565.2_bTaeGut1.4.pri_cds_from_genomic.fna.gz			
